schoolKey,schoolId,schoolName,sourceZone,schoolDataMonth,sensitiveAreaIds,sensitiveAreaTypes,sensitiveAreaNames,sensitiveAreaCount,longitude,latitude,analysisPredicate,analysisRole
NLSC-121-8,8,世新大學,121,202310,L0001,山崩與地滑地質敏感區,臺北市,1,121.5478594,24.9894763,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-5,5,中國科技大學臺北校區,121,202509,L0001,山崩與地滑地質敏感區,臺北市,1,121.5548215,24.9981471,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2238,2238,中國醫藥大學,121,202508,G0005,地下水補注地質敏感區,臺中盆地,1,120.6601632,24.1806652,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-599,599,中國醫藥大學,121,202601,G0005,地下水補注地質敏感區,臺中盆地,1,120.6798714,24.1562506,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2203,2203,中國醫藥大學1,121,202508,G0005,地下水補注地質敏感區,臺中盆地,1,120.6593602,24.1791311,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-589,589,中國醫藥大學1,121,202601,G0005,地下水補注地質敏感區,臺中盆地,1,120.6807407,24.1554345,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-408,408,中山醫學大學,121,202512,G0005,地下水補注地質敏感區,臺中盆地,1,120.6509168,24.1225546,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-395,395,中山醫學大學大慶校區,121,202601,G0005,地下水補注地質敏感區,臺中盆地,1,120.6513953,24.1183820,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-739,739,中臺科技大學,121,202601,F0001、G0005,地下水補注地質敏感區、活動斷層地質敏感區,臺中盆地、車籠埔斷層,2,120.7357798,24.1727903,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1,1,中華大學,121,202308,L0012,山崩與地滑地質敏感區,新竹縣市,1,120.9530758,24.7598113,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-7,7,中華科技大學臺北校區,121,202310,L0001,山崩與地滑地質敏感區,臺北市,1,121.6101372,25.0323295,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1048,1048,亞洲大學,121,202201,G0005,地下水補注地質敏感區,臺中盆地,1,120.6858675,24.0465029,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1049,1049,亞洲大學1,121,201308,G0005,地下水補注地質敏感區,臺中盆地,1,120.6882673,24.0481660,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1,1,佛光大學,121,202407,L0016,山崩與地滑地質敏感區,宜蘭縣,1,121.7261122,24.8157805,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2332,2332,僑光科技大學,121,202401,G0005,地下水補注地質敏感區,臺中盆地,1,120.6438205,24.1889310,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1541,1541,光華學校財團法人臺中市光華高級工業職業學校,121,202201,F0001、L0003,山崩與地滑地質敏感區、活動斷層地質敏感區,臺中市、車籠埔斷層,2,120.7376784,24.1383993,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-11,11,南投縣仁愛鄉力行國民小學翠巒分校,121,201901,L0002,山崩與地滑地質敏感區,南投縣-02,1,121.2002046,24.1798404,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-18,18,南投縣仁愛鄉南豐國民小學,121,202410,L0002,山崩與地滑地質敏感區,南投縣-02,1,121.0786293,24.0001109,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-28,28,南投縣仁愛鄉廬山國民小學,121,202410,L0002,山崩與地滑地質敏感區,南投縣-02,1,121.1864815,24.0349926,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-21,21,南投縣仁愛鄉清境國民小學,121,202410,L0002,山崩與地滑地質敏感區,南投縣-01,1,121.1585845,24.0445767,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-122,122,南投縣南投市僑建國民小學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6678034,23.9406546,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-114,114,南投縣南投市光復國民小學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.7022287,23.9419351,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-116,116,南投縣南投市光榮國民小學,121,201901,G0005,地下水補注地質敏感區,臺中盆地,1,120.6972561,23.9462402,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-115,115,南投縣南投市光華國民小學,121,201901,G0005,地下水補注地質敏感區,臺中盆地,1,120.6910314,23.9530898,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-111,111,南投縣南投市千秋國民小學,121,201901,F0001,活動斷層地質敏感區,車籠埔斷層,1,120.7132706,23.8915709,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-119,119,南投縣南投市南投國民中學1,121,201712,G0005,地下水補注地質敏感區,臺中盆地,1,120.6746812,23.9131897,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-118,118,南投縣南投市南投國民小學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6843714,23.9059648,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-123,123,南投縣南投市嘉和國民小學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6844370,23.8966549,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-113,113,南投縣南投市平和國民小學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6915877,23.9131768,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-120,120,南投縣南投市康壽國民小學,121,201901,G0005,地下水補注地質敏感區,臺中盆地,1,120.6856833,23.9128436,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-126,126,南投縣南投市德興國民小學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6930369,23.9321371,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-112,112,南投縣南投市文山國民小學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6376628,23.9065110,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-121,121,南投縣南投市新豐國民小學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6726277,23.9287176,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-124,124,南投縣南投市漳和國民小學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6770481,23.9129882,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-125,125,南投縣南投市漳興國民小學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6809796,23.9180771,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-127,127,南投縣南投市營盤國民小學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6754258,23.9444524,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-117,117,南投縣南投市西嶺國民小學,121,201901,G0005,地下水補注地質敏感區,臺中盆地,1,120.6386897,23.9251608,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-68,68,南投縣名間鄉中山國民小學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6619341,23.8365096,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-74,74,南投縣名間鄉僑興國民小學,121,202410,G0005,地下水補注地質敏感區,臺中盆地,1,120.6942178,23.8583580,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-70,70,南投縣名間鄉名崗國民小學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6462974,23.8701186,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-71,71,南投縣名間鄉名間國民小學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6977676,23.8445470,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-67,67,南投縣名間鄉弓鞋國民小學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6312180,23.8421888,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-73,73,南投縣名間鄉新街國民小學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6922135,23.8762117,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-69,69,南投縣名間鄉田豐國民小學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6763877,23.8705274,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-89,89,南投縣私立三育高級中學,121,202408,L0002,山崩與地滑地質敏感區,南投縣-02,1,120.9353517,23.9081436,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-90,90,南投縣私立五育高級中學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6716061,23.8937881,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-92,92,南投縣私立同德高級中等學校,121,202410,F0001,活動斷層地質敏感區,車籠埔斷層,1,120.6952867,23.9985293,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-91,91,南投縣私立弘明實驗高級中學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6974876,23.8579976,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-35,35,南投縣立三光國民中學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6687283,23.8503766,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-38,38,南投縣立中興國民中學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6944020,23.9312042,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-55,55,南投縣立南崗國民中學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6841984,23.8951002,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-54,54,南投縣立南投國民中學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6754512,23.9124963,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-46,46,南投縣立名間國民中學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6950251,23.8448142,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-40,40,南投縣立日新國民中學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6769350,23.9956501,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-66,66,南投縣立營北國民中學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6865246,23.9521098,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-63,63,南投縣立瑞竹國民中學,121,201810,F0008,活動斷層地質敏感區,大尖山斷層,1,120.6718644,23.6675045,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-57,57,南投縣立草屯國民中學,121,201811,G0005,地下水補注地質敏感區,臺中盆地,1,120.6868157,23.9772503,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-65,65,南投縣立鳳鳴國民中學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6398800,23.9249825,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-75,75,南投縣竹山鎮大鞍國民小學,121,202008,L0002,山崩與地滑地質敏感區,南投縣-02,1,120.7169088,23.6989167,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-81,81,南投縣竹山鎮延平國民小學,121,202410,F0001,活動斷層地質敏感區,車籠埔斷層,1,120.7077715,23.7682493,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-153,153,南投縣草屯鎮僑光國民小學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6862335,23.9932794,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-144,144,南投縣草屯鎮北投國民小學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6580282,23.9867556,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-151,151,南投縣草屯鎮敦和國民小學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6776998,23.9819167,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-152,152,南投縣草屯鎮新庄國民小學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6680402,23.9957216,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-147,147,南投縣草屯鎮炎峰國民小學,121,202410,G0005,地下水補注地質敏感區,臺中盆地,1,120.6847615,23.9749491,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-154,154,南投縣草屯鎮碧峰國民小學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6656620,23.9691688,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-149,149,南投縣草屯鎮草屯國民小學,121,202410,F0001、G0005,地下水補注地質敏感區、活動斷層地質敏感區,臺中盆地、車籠埔斷層,2,120.6870244,23.9815700,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-148,148,南投縣草屯鎮虎山國民小學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6849590,23.9634045,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-214,214,南華大學,121,202411,F0021、L0004,山崩與地滑地質敏感區、活動斷層地質敏感區,嘉義縣市、梅山斷層,2,120.4904108,23.5708198,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-4,4,台灣基督長老教會聖經學院,121,202203,F0005,活動斷層地質敏感區,新竹斷層,1,120.9725249,24.7924247,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-131,131,嘉義市東區興安國民小學,121,202410,G0006,地下水補注地質敏感區,嘉南平原,1,120.4556265,23.4592563,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-286,286,嘉義市私立立仁高級中學,121,201408,G0006,地下水補注地質敏感區,嘉南平原,1,120.4601946,23.4624752,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-51,51,嘉義市私立輔仁高級中學,121,202410,G0006,地下水補注地質敏感區,嘉南平原,1,120.4553842,23.4606791,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2,2,嘉義市立大業實驗國民中學,121,202508,G0006,地下水補注地質敏感區,嘉南平原,1,120.4532827,23.4617602,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-313,313,嘉義縣中埔鄉和睦國民小學,121,201205,G0006,地下水補注地質敏感區,嘉南平原,1,120.4626450,23.4521890,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-332,332,嘉義縣中埔鄉和興國民小學,121,201205,G0006,地下水補注地質敏感區,嘉南平原,1,120.4538009,23.4425530,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-605,605,嘉義縣梅山鄉太興國民小學,121,201702,L0004,山崩與地滑地質敏感區,嘉義縣市,1,120.6341143,23.5424831,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-586,586,嘉義縣梅山鄉梅北國民小學,121,202209,F0021,活動斷層地質敏感區,梅山斷層,1,120.5514700,23.5876425,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1,1,嘉義縣梅山鄉梅山國民小學,121,202512,F0013,活動斷層地質敏感區,九芎坑斷層,1,120.5602181,23.5803668,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-616,616,嘉義縣梅山鄉瑞峰國民小學,121,201205,L0004,山崩與地滑地質敏感區,嘉義縣市,1,120.6687380,23.5560339,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-617,617,嘉義縣梅山鄉瑞里國民小學,121,202207,L0004,山崩與地滑地質敏感區,嘉義縣市,1,120.6653039,23.5396888,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-226,226,嘉義縣民雄鄉大崎國民小學,121,202410,G0006,地下水補注地質敏感區,嘉南平原,1,120.4722899,23.5115657,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-148,148,嘉義縣水上鄉忠和國民小學,121,202410,G0006,地下水補注地質敏感區,嘉南平原,1,120.4480900,23.4263090,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-334,334,嘉義縣水上鄉成功國民小學,121,201408,G0006,地下水補注地質敏感區,嘉南平原,1,120.4759701,23.4319459,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-119,119,嘉義縣水上鄉柳林國民小學,121,202412,G0006,地下水補注地質敏感區,嘉南平原,1,120.4149651,23.4354683,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-530,530,嘉義縣番路鄉大湖國民小學,121,201205,L0004,山崩與地滑地質敏感區,嘉義縣市,1,120.6201475,23.4750308,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-22,22,嘉義縣番路鄉隙頂國民小學,121,202412,L0004,山崩與地滑地質敏感區,嘉義縣市,1,120.6601101,23.4298597,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-517,517,嘉義縣立大吉國民中學,121,201608,G0006,地下水補注地質敏感區,嘉南平原,1,120.4876349,23.5153021,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-242,242,嘉義縣立竹崎高級中學,121,202411,F0013,活動斷層地質敏感區,九芎坑斷層,1,120.5533501,23.5221827,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-23,23,嘉義縣立阿里山國民中小學,121,202412,L0004,山崩與地滑地質敏感區,嘉義縣市,1,120.7014437,23.4686682,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-24,24,嘉義縣竹崎鄉中和國民小學,121,202412,L0004,山崩與地滑地質敏感區,嘉義縣市,1,120.6979553,23.5018531,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-25,25,嘉義縣竹崎鄉中興國民小學,121,202412,L0004,山崩與地滑地質敏感區,嘉義縣市,1,120.6972378,23.4773083,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-258,258,嘉義縣竹崎鄉竹崎國民小學,121,202411,F0013,活動斷層地質敏感區,九芎坑斷層,1,120.5526801,23.5200084,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-26,26,嘉義縣豐山實驗教育學校,121,202412,L0004,山崩與地滑地質敏感區,嘉義縣市,1,120.7501456,23.5761515,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-620,620,嘉義縣阿里山鄉新美國民小學,121,202008,L0004,山崩與地滑地質敏感區,嘉義縣市,1,120.6831307,23.3376840,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-624,624,嘉義縣阿里山鄉香林國民小學,121,201808,L0004,山崩與地滑地質敏感區,嘉義縣市,1,120.8085858,23.5162302,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-78,78,國家漫畫博物館,121,202512,G0005,地下水補注地質敏感區,臺中盆地,1,120.6741970,24.1338737,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1445,1445,國立中山大學,121,202309,L0006,山崩與地滑地質敏感區,高雄市,1,120.2665005,22.6290486,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2124,2124,國立中山大學仁武校區,121,202212,F0003,活動斷層地質敏感區,旗山斷層,1,120.3493354,22.7128564,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-491,491,國立中正大學,121,202207,F0021,活動斷層地質敏感區,梅山斷層,1,120.4733577,23.5632729,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-890,890,國立中科實驗高級中學,121,202601,G0005,地下水補注地質敏感區,臺中盆地,1,120.6250932,24.2295966,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-407,407,國立中興大學,121,202601,G0005,地下水補注地質敏感區,臺中盆地,1,120.6757207,24.1205088,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-188,188,國立中興大學南投分部,121,202508,G0005,地下水補注地質敏感區,臺中盆地,1,120.6849017,23.9573707,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1081,1081,國立中興大學葡萄中心,121,201509,F0001,活動斷層地質敏感區,車籠埔斷層,1,120.7225648,24.0778735,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1080,1080,國立中興大學葡萄中心1,121,201509,F0001,活動斷層地質敏感區,車籠埔斷層,1,120.7218460,24.0771701,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1400,1400,國立中興大學附屬臺中高級農業職業學校,121,201710,G0005,地下水補注地質敏感區,臺中盆地,1,120.6866456,24.1277731,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1224,1224,國立中興大學附屬高級中學,121,202401,G0005,地下水補注地質敏感區,臺中盆地,1,120.6830733,24.1090107,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-190,190,國立中興高級中學,121,201706,F0001、G0005,地下水補注地質敏感區、活動斷層地質敏感區,臺中盆地、車籠埔斷層,2,120.6950870,23.9505582,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-166,166,國立內埔高級農工職業學校,121,202510,G0002,地下水補注地質敏感區,屏東平原,1,120.6421690,22.7086542,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-566,566,國立內埔高級農工職業學校食品加工科,121,202211,G0002,地下水補注地質敏感區,屏東平原,1,120.6398701,22.7046327,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-521,521,國立勤益科技大學,121,202601,G0005,地下水補注地質敏感區,臺中盆地,1,120.7300613,24.1450572,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-194,194,國立南投特殊教育學校,121,201810,G0005,地下水補注地質敏感區,臺中盆地,1,120.6911755,23.9433350,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-195,195,國立南投高級中學,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6806266,23.9095023,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-196,196,國立南投高級商業職業學校,121,202209,G0005,地下水補注地質敏感區,臺中盆地,1,120.6840009,23.9029217,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-3,3,國立嘉義大學,121,202508,G0006,地下水補注地質敏感區,嘉南平原,1,120.4842683,23.4690184,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1,1,國立基隆女子高級中學,121,202508,L0008,山崩與地滑地質敏感區,基隆市,1,121.7594972,25.1297711,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-3,3,國立基隆高級中學,121,202508,L0008,山崩與地滑地質敏感區,基隆市,1,121.7325170,25.1071602,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-626,626,國立屏北高級中學,121,201410,G0002,地下水補注地質敏感區,屏東平原,1,120.5435975,22.7587669,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-19,19,國立彰化師範大學寶山校區1,121,201811,L0014,山崩與地滑地質敏感區,彰化縣,1,120.5572567,24.0673290,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-17,17,國立彰化師範大學進德校區,121,202410,L0014,山崩與地滑地質敏感區,彰化縣,1,120.5586661,24.0811073,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-20,20,國立政治大學,121,202509,L0001,山崩與地滑地質敏感區,臺北市,1,121.5753412,24.9828039,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-22,22,國立政治大學2,121,202310,L0001,山崩與地滑地質敏感區,臺北市,1,121.5794961,24.9880272,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-26,26,國立政治大學國際關係研究中心,121,202310,L0001,山崩與地滑地質敏感區,臺北市,1,121.5816491,24.9886824,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-16,16,國立新竹高級中學,121,202308,F0005,活動斷層地質敏感區,新竹斷層,1,120.9808326,24.7942265,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-17,17,國立新竹高級商業職業學校,121,202308,F0005,活動斷層地質敏感區,新竹斷層,1,120.9836308,24.7951631,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-200,200,國立暨南國際大學,121,201806,L0002,山崩與地滑地質敏感區,南投縣-02,1,120.9306406,23.9513022,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-67,67,國立東華大學美崙校區(創新研究園區),121,202601,F1011,活動斷層地質敏感區,米崙斷層,1,121.6189219,24.0092044,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-6,6,國立清華大學,121,202508,F0005,活動斷層地質敏感區,新竹斷層,1,120.9936681,24.7916917,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-9,9,國立清華大學南大校區,121,202506,F0005,活動斷層地質敏感區,新竹斷層,1,120.9649279,24.7932095,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-8,8,國立清華大學附設實驗國民小學T.O.S.校區,121,202508,F0005,活動斷層地質敏感區,新竹斷層,1,121.0029262,24.7997440,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-495,495,國立玉里高級中學,121,202410,F0024,活動斷層地質敏感區,玉里斷層,1,121.3197251,23.3451544,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-178,178,國立聯合大學第二(八甲)校區,121,202508,L0013,山崩與地滑地質敏感區,苗栗縣,1,120.7895639,24.5387978,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1639,1639,國立臺中教育大學,121,201710,G0005,地下水補注地質敏感區,臺中盆地,1,120.6716315,24.1437134,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1625,1625,國立臺中教育大學英才校區,121,201712,G0005,地下水補注地質敏感區,臺中盆地,1,120.6668936,24.1438030,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1637,1637,國立臺中教育大學附設實驗國民小學,121,202508,G0005,地下水補注地質敏感區,臺中盆地,1,120.6734101,24.1443272,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1767,1767,國立臺中科技大學,121,202508,G0005,地下水補注地質敏感區,臺中盆地,1,120.6833434,24.1504910,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
