schoolKey,schoolId,schoolName,sourceZone,schoolDataMonth,sensitiveAreaIds,sensitiveAreaTypes,sensitiveAreaNames,sensitiveAreaCount,longitude,latitude,analysisPredicate,analysisRole
NLSC-121-1525,1525,臺中市西區忠孝國民小學,121,201509,G0005,地下水補注地質敏感區,臺中盆地,1,120.6735357,24.1381247,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1914,1914,臺中市西區忠明國民小學,121,201509,G0005,地下水補注地質敏感區,臺中盆地,1,120.6596410,24.1587703,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2098,2098,臺中市西屯區上安國民小學,121,201509,G0005,地下水補注地質敏感區,臺中盆地,1,120.6393351,24.1725464,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2105,2105,臺中市西屯區上石國民小學,121,201308,G0005,地下水補注地質敏感區,臺中盆地,1,120.6435637,24.1728861,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1959,1959,臺中市西屯區何厝國民小學,121,201509,G0005,地下水補注地質敏感區,臺中盆地,1,120.6539010,24.1635433,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2077,2077,臺中市西屯區協和國民小學,121,202401,G0005,地下水補注地質敏感區,臺中盆地,1,120.6193124,24.1704432,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-3084,3084,臺中市西屯區協和國民小學分校,121,202508,G0005,地下水補注地質敏感區,臺中盆地,1,120.5886688,24.1751790,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2360,2360,臺中市西屯區國安國民小學,121,201308,G0005,地下水補注地質敏感區,臺中盆地,1,120.6082337,24.1939513,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2022,2022,臺中市西屯區大仁國民小學,121,202401,G0005,地下水補注地質敏感區,臺中盆地,1,120.6586549,24.1673834,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2176,2176,臺中市西屯區大鵬國民小學,121,202401,G0005,地下水補注地質敏感區,臺中盆地,1,120.6654104,24.1772828,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1990,1990,臺中市西屯區惠來國民小學,121,201308,G0005,地下水補注地質敏感區,臺中盆地,1,120.6493391,24.1650359,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2297,2297,臺中市西屯區東海國民小學,121,202201,G0005,地下水補注地質敏感區,臺中盆地,1,120.5928309,24.1851854,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2288,2288,臺中市西屯區永安國民小學,121,202401,G0005,地下水補注地質敏感區,臺中盆地,1,120.6245987,24.1844530,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-862,862,臺中市西屯區泰安國民小學,121,202601,G0005,地下水補注地質敏感區,臺中盆地,1,120.6487470,24.1978386,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2223,2223,臺中市西屯區西屯國民小學,121,201710,G0005,地下水補注地質敏感區,臺中盆地,1,120.6405449,24.1800102,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2059,2059,臺中市西屯區重慶國民小學,121,202201,G0005,地下水補注地質敏感區,臺中盆地,1,120.6640505,24.1702156,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2040,2040,臺中市西屯區長安國民小學,121,202201,G0005,地下水補注地質敏感區,臺中盆地,1,120.6536753,24.1690937,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2639,2639,臺中市豐原區南陽國民小學,121,201509,G0005,地下水補注地質敏感區,臺中盆地,1,120.7236612,24.2486691,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2576,2576,臺中市豐原區合作國民小學,121,202401,G0005,地下水補注地質敏感區,臺中盆地,1,120.7041074,24.2401697,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2677,2677,臺中市豐原區富春國民小學,121,201712,G0005,地下水補注地質敏感區,臺中盆地,1,120.7133127,24.2523074,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-282,282,臺中市豐原區瑞穗國民小學,121,202601,G0005,地下水補注地質敏感區,臺中盆地,1,120.7118368,24.2498643,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2592,2592,臺中市豐原區福陽國民小學,121,201712,F0001,活動斷層地質敏感區,車籠埔斷層,1,120.7359848,24.2427059,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2770,2770,臺中市豐原區翁子國民小學,121,201308,G0005,地下水補注地質敏感區,臺中盆地,1,120.7432499,24.2626713,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2763,2763,臺中市豐原區葫蘆墩國民小學,121,202312,G0005,地下水補注地質敏感區,臺中盆地,1,120.7142269,24.2614472,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2695,2695,臺中市豐原區豐原國民小學,121,202312,G0005,地下水補注地質敏感區,臺中盆地,1,120.7201943,24.2547239,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2694,2694,臺中市豐原區豐村國民小學,121,201308,G0005,地下水補注地質敏感區,臺中盆地,1,120.7363598,24.2545755,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2562,2562,臺中市豐原區豐田國民小學,121,202401,G0005,地下水補注地質敏感區,臺中盆地,1,120.7214369,24.2378045,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1070,1070,臺中市霧峰區僑榮國民小學,121,202401,F0001,活動斷層地質敏感區,車籠埔斷層,1,120.7033716,24.0698930,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1037,1037,臺中市霧峰區光正國民小學,121,202401,G0005,地下水補注地質敏感區,臺中盆地,1,120.6684963,24.0364980,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1089,1089,臺中市霧峰區吉峰國民小學,121,202201,F0001,活動斷層地質敏感區,車籠埔斷層,1,120.7199466,24.0796892,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1042,1042,臺中市霧峰區復興國民小學,121,201308,F0001、G0005,地下水補注地質敏感區、活動斷層地質敏感區,臺中盆地、車籠埔斷層,2,120.6977070,24.0422289,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-331,331,臺中市霧峰區萬豐國民小學,121,202601,G0005,地下水補注地質敏感區,臺中盆地,1,120.6976974,24.0278686,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1055,1055,臺中市霧峰區霧峰國民小學,121,202401,F0001,活動斷層地質敏感區,車籠埔斷層,1,120.6987551,24.0570997,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2447,2447,臺中市龍井區龍山國民小學,121,201308,F0012,活動斷層地質敏感區,大甲斷層,1,120.5508224,24.2138591,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2367,2367,臺中市龍井區龍泉國民小學,121,202401,F0012,活動斷層地質敏感區,大甲斷層,1,120.5477112,24.1958374,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2519,2519,臺中日僑學校,121,202401,G0005,地下水補注地質敏感區,臺中盆地,1,120.6284817,24.2281153,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-129,129,臺北市內湖區碧湖國民小學,121,202310,L0001,山崩與地滑地質敏感區,臺北市,1,121.5914210,25.0842605,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-340,340,臺北市南港區舊莊國民小學,121,202310,L0001,山崩與地滑地質敏感區,臺北市,1,121.6195034,25.0396183,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-141,141,臺北市文山區指南實驗國民小學,121,202311,L0001,山崩與地滑地質敏感區,臺北市,1,121.5840314,24.9762835,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-136,136,臺北市文山區永建國民小學,121,202006,L0001,山崩與地滑地質敏感區,臺北市,1,121.5554414,24.9892488,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-280,280,臺北市私立再興高級中學,121,202310,L0001,山崩與地滑地質敏感區,臺北市,1,121.5576115,24.9899378,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-273,273,臺北市私立大誠高級中學,121,202509,L0001,山崩與地滑地質敏感區,臺北市,1,121.5780229,24.9908146,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-295,295,臺北市私立惇敍高級工商職業學校,121,202508,L0001,山崩與地滑地質敏感區,臺北市,1,121.5262568,25.1452673,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-168,168,臺北市立三民國民中學,121,202006,L0001,山崩與地滑地質敏感區,臺北市,1,121.5860732,25.0701238,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-191,191,臺北市立文山特殊教育學校,121,202006,L0001,山崩與地滑地質敏感區,臺北市,1,121.5674877,24.9916701,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-238,238,臺北市立桃源國民中學,121,202006,L0001,山崩與地滑地質敏感區,臺北市,1,121.4766475,25.1355680,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1359,1359,臺南市六甲區嘉南國民小學,121,201702,L0005,山崩與地滑地質敏感區,臺南市,1,120.3649632,23.2171087,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1374,1374,臺南市善化區大同國民小學,121,201208,G0006,地下水補注地質敏感區,嘉南平原,1,120.3076514,23.1564965,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-375,375,臺南市善化區小新國民小學,121,202411,G0006,地下水補注地質敏感區,嘉南平原,1,120.3105454,23.1248398,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-376,376,臺南市善化區茄拔國民小學,121,202412,G0006,地下水補注地質敏感區,嘉南平原,1,120.3245540,23.1381868,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-389,389,臺南市山上區山上國民小學,121,202412,G0006,地下水補注地質敏感區,嘉南平原,1,120.3550128,23.1009539,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1413,1413,臺南市柳營區新山國民小學,121,201408,F0017,活動斷層地質敏感區,六甲斷層,1,120.3878876,23.2667066,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-406,406,臺南市立大內國民中學,121,202412,G0006,地下水補注地質敏感區,嘉南平原,1,120.3646960,23.1125515,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1460,1460,臺南市立山上國民中學,121,202009,G0006,地下水補注地質敏感區,嘉南平原,1,120.3579137,23.1039161,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1469,1469,臺南市立關廟國民中學,121,202209,L0005,山崩與地滑地質敏感區,臺南市,1,120.3232251,22.9617507,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1471,1471,臺南市立龍崎國民中學,121,201705,L0005,山崩與地滑地質敏感區,臺南市,1,120.3601304,22.9691926,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-238,238,臺東縣池上鄉大坡國民小學,121,201006,F0002,活動斷層地質敏感區,池上斷層,1,121.2307998,23.1252053,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-263,263,臺東縣池上鄉萬安國民小學,121,201810,F0002,活動斷層地質敏感區,池上斷層,1,121.2188262,23.0953186,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-358,358,臺東縣立初鹿國民中學,121,202211,F0009,活動斷層地質敏感區,鹿野斷層,1,121.0930749,22.8496616,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-10,10,臺東縣立賓茂國民中學1,121,202505,L0010,山崩與地滑地質敏感區,臺東縣,1,120.9672965,22.5334952,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-280,280,臺東縣關山鎮電光國民小學,121,201611,F0002,活動斷層地質敏感區,池上斷層,1,121.1735454,23.0061955,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-491,491,花蓮縣卓溪鄉卓溪國民小學,121,202410,L0017,山崩與地滑地質敏感區,花蓮縣,1,121.3031968,23.3455433,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-472,472,花蓮縣卓溪鄉太平國民小學,121,202410,L0017,山崩與地滑地質敏感區,花蓮縣,1,121.3203439,23.4057589,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-503,503,花蓮縣富里鄉富里國民小學,121,202410,F0002,活動斷層地質敏感區,池上斷層,1,121.2487421,23.1721164,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-501,501,花蓮縣富里鄉東里國民小學,121,202410,F0002,活動斷層地質敏感區,池上斷層,1,121.3031446,23.2654212,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-555,555,花蓮縣富里鄉萬寧國民小學,121,201706,F0002,活動斷層地質敏感區,池上斷層,1,121.2981137,23.2536567,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-506,506,花蓮縣玉里鎮松浦國民小學,121,202411,F0002,活動斷層地質敏感區,池上斷層,1,121.3731666,23.4290648,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-650,650,花蓮縣瑞穗鄉鶴岡國民小學,121,201107,F0014,活動斷層地質敏感區,瑞穗斷層,1,121.3903430,23.5235674,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-502,502,花蓮縣立富北國民中學,121,202410,F0002,活動斷層地質敏感區,池上斷層,1,121.2801106,23.2255174,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-469,469,花蓮縣立富里國民中學,121,202508,F0002,活動斷層地質敏感區,池上斷層,1,121.2493838,23.1753430,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-500,500,花蓮縣立東里國民中學,121,202410,F0002,活動斷層地質敏感區,池上斷層,1,121.3023827,23.2632107,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-199,199,花蓮縣立花崗國民中學,121,202110,F1011,活動斷層地質敏感區,米崙斷層,1,121.6127992,23.9772642,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-329,329,花蓮縣花蓮市復興國民小學,121,201107,F1011,活動斷層地質敏感區,米崙斷層,1,121.6189666,24.0069705,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-217,217,花蓮縣花蓮市明禮國民小學,121,201804,F1011,活動斷層地質敏感區,米崙斷層,1,121.6109054,23.9801793,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-126,126,苗栗縣泰安鄉梅園國民小學,121,201901,L0013,山崩與地滑地質敏感區,苗栗縣,1,120.9712977,24.3884842,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-125,125,苗栗縣泰安鄉泰興國民小學,121,201901,L0013,山崩與地滑地質敏感區,苗栗縣,1,120.9209107,24.3944920,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-79,79,苗栗縣私立全人實驗高級中學,121,201711,L0013,山崩與地滑地質敏感區,苗栗縣,1,120.8624730,24.3058276,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-38,38,苗栗縣立明仁國民中學,121,202306,L0013,山崩與地滑地質敏感區,苗栗縣,1,120.8125784,24.5580247,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-30,30,華梵大學,121,201711,L0007,山崩與地滑地質敏感區,新北市,1,121.6915416,24.9806085,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-198,198,逢甲大學,121,202601,G0005,地下水補注地質敏感區,臺中盆地,1,120.6483108,24.1799685,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-1026,1026,逢甲大學中科校區,121,202601,G0005,地下水補注地質敏感區,臺中盆地,1,120.6091542,24.2017884,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2314,2314,逢甲大學福星校區,121,202401,G0005,地下水補注地質敏感區,臺中盆地,1,120.6451873,24.1873977,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-308,308,銘傳大學桃園校區,121,202201,L0011,山崩與地滑地質敏感區,桃園市,1,121.3430452,24.9856474,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-108,108,雲林縣古坑鄉新光國民小學,121,201901,G0001,地下水補注地質敏感區,濁水溪沖積扇,1,120.5868650,23.6871303,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-102,102,雲林縣古坑鄉東和國民小學,121,201901,G0001,地下水補注地質敏感區,濁水溪沖積扇,1,120.5689351,23.6848909,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-100,100,雲林縣古坑鄉水碓國民小學,121,201901,G0001,地下水補注地質敏感區,濁水溪沖積扇,1,120.5643000,23.6627428,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-104,104,雲林縣古坑鄉草嶺生態地質國民小學,121,201901,L0015,山崩與地滑地質敏感區,雲林縣,1,120.6945338,23.5865254,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-69,69,雲林縣斗六市梅林國民小學,121,201901,G0001,地下水補注地質敏感區,濁水溪沖積扇,1,120.6014434,23.7030070,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-72,72,雲林縣斗六市溪洲國民小學,121,202410,G0001,地下水補注地質敏感區,濁水溪沖積扇,1,120.5548499,23.7408144,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-66,66,雲林縣斗六市石榴國民小學,121,202410,G0001,地下水補注地質敏感區,濁水溪沖積扇,1,120.5854032,23.7213866,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-187,187,雲林縣林內鄉九芎國民小學,121,202209,G0001,地下水補注地質敏感區,濁水溪沖積扇,1,120.6024185,23.7441135,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-189,189,雲林縣林內鄉成功國民小學,121,202410,L0015,山崩與地滑地質敏感區,雲林縣,1,120.6403619,23.7565734,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-191,191,雲林縣林內鄉林內國民小學,121,202008,G0001,地下水補注地質敏感區,濁水溪沖積扇,1,120.6181751,23.7596089,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-188,188,雲林縣林內鄉民生國民小學,121,201901,G0001,地下水補注地質敏感區,濁水溪沖積扇,1,120.5973202,23.7674005,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-192,192,雲林縣林內鄉重興國民小學,121,201901,G0001,地下水補注地質敏感區,濁水溪沖積扇,1,120.5790071,23.7644562,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-176,176,雲林縣私立淵明國民中學,121,202410,G0001,地下水補注地質敏感區,濁水溪沖積扇,1,120.6140304,23.7534711,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-178,178,雲林縣私立義峰高級中學,121,201811,G0001,地下水補注地質敏感區,濁水溪沖積扇,1,120.5929061,23.7588915,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-179,179,雲林縣私立義峰高級中學1,121,201712,G0001,地下水補注地質敏感區,濁水溪沖積扇,1,120.5947421,23.7600928,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-133,133,雲林縣立古坑國民中小學,121,202007,G0001,地下水補注地質敏感區,濁水溪沖積扇,1,120.5674131,23.6472945,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-134,134,雲林縣立古坑國民中小學1,121,202410,G0001,地下水補注地質敏感區,濁水溪沖積扇,1,120.5662527,23.6450325,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-143,143,雲林縣立東和國民中學,121,201001,G0001,地下水補注地質敏感區,濁水溪沖積扇,1,120.5678409,23.6862753,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-146,146,雲林縣立林內國民中學,121,201811,G0001,地下水補注地質敏感區,濁水溪沖積扇,1,120.5931901,23.7569510,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-153,153,雲林縣立梅林國民小學1,121,202007,G0001,地下水補注地質敏感區,濁水溪沖積扇,1,120.6020270,23.7025874,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-158,158,雲林縣立樟湖生態國民中小學,121,202210,F0008,活動斷層地質敏感區,大尖山斷層,1,120.6307369,23.6040937,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-137,137,雲林縣立石榴國民中學,121,202007,G0001,地下水補注地質敏感區,濁水溪沖積扇,1,120.5874550,23.7217136,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-219,219,雲林縣莿桐鄉六合國民小學,121,201901,G0001,地下水補注地質敏感區,濁水溪沖積扇,1,120.5630476,23.7686213,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-223,223,雲林縣莿桐鄉饒平國民小學,121,201901,G0001,地下水補注地質敏感區,濁水溪沖積扇,1,120.5221851,23.7777281,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2527,2527,靜宜大學,121,201508,L0003,山崩與地滑地質敏感區,臺中市,1,120.5806864,24.2270402,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2181,2181,高雄市大社區觀音國民小學,121,201509,F0003,活動斷層地質敏感區,旗山斷層,1,120.3556198,22.7227669,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2748,2748,高雄市桃源區寶山國民小學,121,202203,L0006,山崩與地滑地質敏感區,高雄市,1,120.7218081,23.0558181,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2474,2474,高雄市桃源區樟山國民小學,121,202507,L0006,山崩與地滑地質敏感區,高雄市,1,120.8194414,23.2528297,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2332,2332,高雄市立南隆國民中學,121,202311,G0002,地下水補注地質敏感區,屏東平原,1,120.5342017,22.8661413,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2246,2246,高雄市立大社國民中學,121,201712,F0003,活動斷層地質敏感區,旗山斷層,1,120.3566948,22.7298571,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2405,2405,高雄市立燕巢國民中學,121,202506,F0023,活動斷層地質敏感區,車瓜林斷層,1,120.3636582,22.7857042,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2329,2329,高雄市美濃區吉東國民小學,121,201509,G0002,地下水補注地質敏感區,屏東平原,1,120.5459776,22.8536275,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2331,2331,高雄市美濃區龍山國民小學,121,201711,G0002,地下水補注地質敏感區,屏東平原,1,120.5566122,22.8642516,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-2480,2480,高雄馬禮遜美國學校,121,201808,F0003,活動斷層地質敏感區,旗山斷層,1,120.3730969,22.7500393,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE
NLSC-121-395,395,黎明技術學院,121,201803,L0007,山崩與地滑地質敏感區,新北市,1,121.4205393,25.0663846,school campus polygon intersects official sensitive-area polygon,SCREENING_REFERENCE

